sentence_index	sentence
4310	ahnd faor meh niy ahv ahs , dhaet ehs guhd ih nahf .
4311	hhiyr ehs yeht ah nah dher kuwl kraym muw viy dhaet aek chuw ah liy mae nih jhihz tuw brihng sahm thihng nuw ihn tuw dhah mihks .
4312	liy ehs ah chiyv mahnt ihk stehndz tuw hhihz sah pahl ahn der staen dihng ahv dhah rowl dhaet brawn pleyd ihn ah meh rah kahn kahl cher aez aen aeth liyt , ah muw viy staar , ahnd aen ih mahjh ahv blaek indomitability .
4313	kaof mahn ahnd jonze teyk hhyuwjh rihsks tuw paan der dhah hhowl now shahn ahv pae shahn -- aw er dih zay er aez hhyuw mahn biy ihngz faor pae shahn ihn aw er lihvz ahnd dhah ehmp tiy nahs wahn fiylz wehn iht ihz mih sihng .
4314	iht tehndz tuw riy maynd wahn ahv ah rih liy saa lahd wuh diy ae lahn fihlm , wihdh ihts ehk sah lahnt yuws ahv nuw yaork low kaelz ahnd shaarp ray tihng
4315	wayl sehn terd aan dhah layf ihk spih riy ahn sihz ahv ah per tih kyah ler thiy ae trih kahl fae mah liy , dhihs maar vah lahs daa kyah mehn ter iy tah chahz -- eh ver sow grey sfah liy -- aan dhah ihn tay er hhih ster iy ahv dhah yih dihsh thiy ah ter , bowth ihn ah meh rah kah ahnd ihz riy ahl .
4316	dhah fihlm , dih spayt dhah grah tuw ah tahs sih nah mae tihk dih straek shahnz ihm prehst ah paan iht , ihz stihl guhd fahn .
4317	dhah immersive paw erz ahv dhah jhay ahnt skriyn ahnd ihts hyper-realistic ih mah jhahz aar puht tuw per fehkt yuws ihn dhah brehth tey kihng liy byuw tah fahl outer-space daa kyah mehn ter iy speys stey shahn 3d .
4318	hhaez aen ahn mih stey kah bahl , iy ziy zhwaa diy vivre .
4319	maor dhaen eh niy thihng ehls , kih sihng jheh sih kah stayn ihn jhehkts frehsh nahs ahnd spih raht ihn tuw dhah row maen tihk kaa mah diy zhaa nrah , wihch hhaez bihn hhehld hhaa stihjh bay jhah neh rihk skrihpts dhaet siyk tuw riy meyk sliyp lahs ihn siy ae tahl ah gehn ahnd ah gehn .
4320	dhihs muw viy hhaez dhah yuw zhah wahl ihm paa sah bahl stahnts ... baht iht hhaez jhahst aez meh niy siynz dhaet aar liyn ahnd tahf ih nahf tuw fiht ihn eh niy maa dern aek shahn muw viy .
4321	mow stliy werks bih kaoz ahv dhah yuw nah ver sahl thiymz , er nihst per faor mahn sahz ... ahnd ehk sah lahnt yuws ahv myuw zihk bay ihn diy ah ehs paa pyah ler gulzar ahnd jagjit sihng .
4322	... dhah wahn thihng dhihs wayld fihlm hhaez dhaet ah dher ay maeks fihlmz duw n't : chihmps , laats ahv chihmps , aol blown ahp tuw dhah sayz ahv ah hhaws .
4323	dhaet ehs fahn faor kihdz ahv eh niy eyjh .
4324	writer\/director dey vihd siy zer ley dahlz aan dhah low kahl flavour wihdh ah hhyuwjh liy ehn jhoy ah bahl fihlm ah bawt cheyn jhihng taymz , klae shihng kahl cherz ahnd dhah pleh zherz ahv ah well-made piyt sah .
4325	rehr liy hhaev ay siyn ah fihlm sow wih lihng tuw chaem piy ahn dhah fae lih bih lih tiy ahv dhah hhyuw mahn hhaart .
4326	holofcener rih jhehkts pae tahnt sah luw shahnz tuw draa mah tayz layf ehs messiness frahm ihn sayd awt , ihn aol ihts streynjh kwerks .
4327	layk dhah fuhl maon tiy , dhihs ihz shuhr tuw reyz aa diy ahns ehs spih rihts ahnd liyv dhehm sihng ihng laong aef ter dhah kreh dihts rowl .
4328	... ah gliy fah liy grahn jhiy , hhih leh riy ah sliy wih kahd blaek kaa mah diy ...
4329	kih nihr ahnd dae fow gihv waht mey biy dhah per faor mahn sahz ahv dhehr ker ihrz .
4330	aol ihn aol , ah greyt paar tiy .
4331	ah muw vihng stao riy ahv dih ter mah ney shahn ahnd dhah hhyuw mahn spih raht .
4332	`` brawn shuh ger '' aed mer ahb liy ah spay erz tuw biy maor dhaen ah nah dher `` behst maen '' klown bay wiy vihng ah thiym thruw awt dhihs fah niy fihlm .
4333	-lrb- gulpilil -rrb- ihz ah kah maen dihng skriyn preh zahns , ahnd hhihz keh rihk ter ehs ah bahn dahnt hhyuw mah nih zahm meyks hhihm dhah fihlm ehs mao rahl kahm pahs .
4334	aen eh fert lah sliy ah kaam plihsht ahnd rihch liy reh zah nahnt werk .
4335	ihn sahm weyz , lagaan ihz kwihn tih sehn shahl baa liy wuhd .
4336	ihk sehpt iht ehs mahch , mahch beh ter .
4337	dhow iht neh ver ray zahz tuw ihts fuhl pah tehn shahl aez ah fihlm , stihl ao ferz ah greyt diyl ahv ihn sayt ihn tuw dhah fiy meyl kahn dih shahn ahnd dhah taym lahs deyn jher ahv ih mow shahnz riy prehst .
4338	skaat lahnd luhks wahn der fahl , dhah faenz aar ao fahn fah niy fah nae tihks , dhah show dawn shuhr biyts ah baed dey ahv gaalf .
4339	waht ehn lay vahnz dhihs fihlm , bih aand dhah ah stuwt der ehk shahn ahv kaar dow sow ahnd byuw tahf liy dih teyld per faor mahn sahz bay aol ahv dhah aek terz , ihz ah nowt ahv dih fay ahns ow ver sow shahl dihk teyts .
4340	dhah ih mow shahn ihz ihm preh sihv liy truw faor biy ihng sow hot-blooded , ahnd bowth liydz aar ahp tuw dhah taesk .
4341	aol dhow iht laeks dhah dih teyl ahv dhah buhk , dhah fihlm dahz paek sahm sih riy ahs sah spehns .
4342	ay 'd waach dhiyz tuw tah geh dher ah gehn ihn ah nuw yaork mih naht .
4343	dhehr ehs nah thihng layk lahv tuw gihv ah muw viy ah b-12 shaat , ahnd cq shih merz wihdh iht .
4344	ah muw vihng eh sey ah bawt dhah spehk ter ahv dehth , ah spehsh liy suw ah sayd .
4345	dhihs fihlm ihz sow dih fer ahnt frahm dhah ae pahl ahnd sow stray kihng dhaet iht kaen own liy ehn ker ihjh ahs tuw siy samira makhmalbaf aez ah veh riy dih stihng ktihv sehn sih bih lih tiy , wer kihng tuw dih veh lahp hher own fihlm laeng gwahjh wihdh kahn spih kyuw ahs sahk sehs .
4346	layk ah lehs dizzily gaor jhahs kahm pae nyahn tuw mih ster waong ehs ihn dhah muwd faor lahv -- veh riy mahch ah hhaong kaong muw viy dih spayt ihts meyn laend seh tihng .
4347	... ah saam ber fihlm , aol mowst kahm pliyt liy ah nriy liyvd bay eh niy kaa mah diy bih aand dhah wih stfahl eh vriy dey ay rah niyz ahv dhah wer kihng puwr .
4348	kao rahl riyf aed vehn cher ihz ah hheh viy weyt fihlm dhaet fayts ah guhd fayt aan bih hhaef ahv dhah werld ehs ehn deyn jherd riyfs -- ahnd iht lehts dhah pihk cherz duw dhah pahn chihng .
4349	dhah ow ver aol rih zahlt ihz aen ihn teh lah jhahnt , riy ah lih stihk paor trey ahl ahv teh stihng bawn der iyz .
4350	poy nyahnt ahnd muw vihng , ah waok tuw rih mehm ber ihz aen ihn sper ey shah nahl lahv stao riy , kaep cher ihng dhah ih nah sahns ahnd ay diy lih zahm ahv dhaet ferst ihn kawn ter .
4351	werth ah sah luwt jhahst faor tray ihng tuw biy maor kaam plehks dhaen yaor ae ver ihjh fihlm .
4352	hhaen sahm ahnd sah fih stah key tihd ah prowch tuw dhah werk pleys row maen tihk kaa mah diy .
4353	ah shimmeringly lahv liy coming-of-age paor traht , shaat ihn aartf ahl , wao ter iy townz ahv bluw , griyn ahnd brawn .
4354	wayl cheh rihsh dahz n't kahm pliyt liy ser vayv ihts tow nahl traen sfer mey shahn frahm daark kaa mah diy tuw sah spehns thrih ler , iht ehs gaat jhahst ih nahf chaarm ahnd ah piy lihng keh rihk ter kwerks tuw fer gihv dhaet stihl sih riy ahs praab lahm .
4355	ihn meh niy weyz , reh mah nih sahnt ahv 1992 ehs ahn faor gih vahn wihch aol sow yuw tah layzd dhah scintillating faors ahv ihts aek terz tuw drao awt dhah meh nahs ahv ihts spaars day ah laog .
4356	wiy aed mayr dhihs fihlm faor ihts hhaarsh aab jhehk tih vih tiy ahnd rah fyuw zahl tuw siyk aw er tehrz , aw er sihm pah thiyz .
4357	aen ao fahn watchable , dhow guw fiy ahnd luh rahd , blaest ahv ah kaa stuwm draa mah seht ihn dhah leyt 15th sehn cher iy .
4358	dhah ihn tay er kaest ihz first-rate , ah spehsh liy saor viy now .
4359	dhah kaet ehs miy aw maarks ah rih tern tuw faorm faor der ehk ter piy ter bogdanovich ...
4360	dhihs wahn ihz strihk tliy ah layt weyt escapist fihlm .
4361	dhihs sehn sah tihv , smaart , sae viy , kahm peh lihng coming-of-age draa mah dehlvz ihn tuw dhah passive-aggressive say kaa lah jhiy ahv co-dependence ahnd dhah strah gahl faor self-esteem .
4362	dhah kahl mah ney shahn ahv eh vriy wahn ehs eh ferts ihz gih vahn layf wehn ah sah lehk shahn ah pihrz ihn ihts fay nahl faorm -lrb- ihn `` laest daens '' -rrb- .
4363	ihn kwehs chah nihng dhah ih lehk shahn praa sehs , payami grae fihk liy ih lah streyts dhah praab lahmz ahv flehjh lihng dih maa krah siyz , baht aol sow dhah strehngkth strehngkth ahnd sehns ahv friy dahm dhah ih raa niy ahn piy pahl aol reh diy pah zehs , wihdh aor wih thawt aek sehs tuw dhah bae laht baaks .
4364	ah veh riy chaar mihng ahnd fah niy muw viy .
4365	dhihs ihz ah fihlm dhaet mae nih jhihz tuw faynd greyt nahs ihn dhah hhyuw ahv ihts drae stihk ay kah naa grah fiy .
4366	striym laynd tuw ah tayt , brihsk 85-minute skruw baol thrih ler , `` bihg trah bahl '' ihz fah niy , hhaarm lahs ahnd aez sahb staen chahl aez ah tahb ahv paap kaorn wihdh ehk strah bah ter .
4367	kaan sah maht aek ter bae riy hhaez dahn ehk sah lahnt werk hhiyr .
4368	dhah bih gahst praab lahm wihdh dhihs muw viy ihz dhaet iht ehs naat nihr liy laong ih nahf .
4369	wayl naat aol dhaet baed ahv ah muw viy , iht ehs now wehr nihr aez guhd aez dhah er ih jhah nahl .
4370	aa liy ehs grae jhuw ey shahn frahm lih tahl skriyn tuw bihg ihz faar lehs peyn fahl dhaen hhihz ow pah nihng siyn ihn kawn ter wihdh aen over-amorous teh riy er .
4371	ay hhaev aol weyz ah priy shiy ey tihd ah smaart liy rih tahn mow shahn pihk cher , ahnd , wah teh ver flaoz igby gowz dawn mey pah zehs , iht ihz ahn dih nay ahb liy dhaet .
4372	yuw kaen sihp yaor vihn tihjh waynz ahnd waach yaor mer chahnt ay ver iy prah dahk shahnz ; ay 'll seh tahl faor ah nays kuwl glaes ahv ayst tiy ahnd ah jheh riy brahk hhay mer flihk eh niy dey ahv dhah wiyk .
4373	mey biy dhah mowst ahn dih zer vihng vihk tahm ahv krih tih kahl ow ver kihl sihns tawn ahnd kahn triy .
4374	ah chih liy , bruw dihng baht kway aht liy reh zah nahnt say kah laa jhih kahl stah diy ahv dah meh stihk tehn shahn ahnd ahn hhae piy nihs .
4375	dhah muw viy dahz ihts behst tuw werk ahs ow ver , wihdh seh kahnd hhehl pihngz ahv lahv , row maens , trae jhah diy , faols daonz , riyl daonz , kaa mihk rih liyf , tuw seh per eyt kray siyz duh rihng meh rihjh seh rah mow niyz , ahnd dhah lahsh siy ner iy ahv dhah cotswolds .
4376	kowld , ner viy ahnd meh mer ah bahl .
4377	bih kahmz ah fae sah ney tihng stah diy ahv ay sah ley shahn ahnd frah strey shahn dhaet sahk seh sfah liy reh kriy eyts bowth dhah fih zih kahl seh tihng ahnd ih mow shah nahl tehn chahnz ahv dhah paa piyn sih sterz .
4378	spehnd yaor benjamins aan ah mae tih ney .
4379	aol ihn aol , iht ehs ah prih tiy guhd ehk sah kyuw shahn ahv ah stao riy dhaet ehs ah laat rih cher dhaen dhah wahnz hhaa liy wuhd aek shahn skriy nray terz yuw zhah wah liy kahm ahp wihdh aan dhehr own .
4380	werth siy ihng jhahst faor wiy ver ahnd laa paag liy ah .
4381	ah pleh zahnt piys ahv escapist ehn ter teyn mahnt .
4382	ah mahng dhah meh niy pleh zherz aar dhah layv liy ihn teh lah jhahns ahv dhah aar tihsts ahnd dhehr perceptiveness ah bawt dhehr own sih chuw ey shahnz .
4383	iht ehs kahn sih stahn tliy fah niy , ihn aen ih rih zih stah bahl junior-high wey , ahnd kahn sih stahn tliy friy ahv eh niy gaeg dhaet wuhd faors yuw tuw gihv iht ah mih lih seh kahnd ahv thaot .
4384	iht ehs dhah kyuwt frissons ahv dih skah ver iy ahnd hhyuw mer biht wiyn chaep lahn ahnd kihd mahn dhaet kiyp dhihs nay sliy wawnd klaak naat jhahst tih kihng , baht hhah mihng .
4385	dhah stao riy teh lihng mey biy aor dah neh riy , baht dhah kaest ihz wahn ahv dhowz all-star riy uw nyahnz dhaet faenz ahv gosford paark hhaev kahm tuw ah suwm ihz jhahst ah nah dher dey ahv briht sih nah mah .
4386	dhehr ehs sahm thihng ah bawt ah maar chihng baend dhaet gehts miy wehr ay layv .
4387	cuaron rih piy tihd liy , per ver sliy ahn der kahts dhah zhwaa diy vivre iy vihn aez hhiy kriy eyts iht , gih vihng dhah muw viy ah maornf ahl ahn der ker ahnt dhaet pley sahz dhah good-time shah nae nih gahnz ihn wehl kahm per spehk tihv .
4388	iht ehs deh fah naht liy aen ihm pruwv mahnt aan dhah ferst bleyd , sihns iht dahz n't teyk iht sehlf sow dehd liy sih riy ah sliy .
4389	ah slam-bang ehk strae vah gaen zah dhaet ihz aol ah bawt ah wild-and-woolly , wall-to-wall guhd taym .
4390	waht ehs ihn fyuh riy ey tihng ah bawt fuhl frahn tahl ihz dhaet iht ehs tuw klows tuw riyl layf tuw meyk sehns .
4391	waht ehs ihn vih ger ey tihng ah bawt iht ihz dhaet iht dahz n't gihv ah daem .
4392	ihz rehd drae gahn wer dhiy ahv ah pleys ah laong sayd dhah ah dher hhae nih bahl muw viyz ?
4393	aez hhae nih bahl wuhd sey , yehs , ` iht ehs layk hhae vihng aen owld frehnd faor dih ner ' .
4394	writer-director waan kaar lows fresnadillo meyks ah fiy cher dey byuw dhaet ihz fuh liy faormd ahnd rih maar kahb liy ah shuhrd .
4395	insightfully rih tahn , deh lah kaht liy per faormd
4396	per hhaeps dhah grossest muw viy eh ver meyd .
4397	fah niy , dhow .
4398	dhihs 90-minute pow stmaa dern voy ahjh waaz maor day ver tihng ahnd thought-provoking dhaen ay 'd ihk spehk tahd iht tuw biy .
4399	wahn ahv dhowz ihk siy dihng liy rehr fihlmz ihn wihch dhah taok ah lown ihz ih nahf tuw kiyp ahs ihn vaalvd .
4400	ah heartbreakingly thaot fahl may ner klae sihk , dhah werk ahv ah jheh nyah wahn ahnd sihng gyah ler aar tahst .
4401	aen ah fehk shah naht liy guw fiy sae tay er dhaet ehs ah nah freyd tuw throw ehl bowz wehn neh sah seh riy ...
4402	biht wiyn dhehm , diy nih row ahnd mer fiy meyk show taym dhah mowst sey ver iy ahnd hhih leh riy ahs gihl tiy pleh zher ahv meh niy ah riy sahnt muw viy siy zahn .
4403	jhaek sahn trayz tuw kiyp dhah pleyts spih nihng aez behst hhiy kaen , baht aol dhah bawn sihng baek ahnd faorth kah n't hhehlp baht bih kahm ah biht tiy diy ahs -- iy vihn wihdh dhah brehth tey kihng laend skeyps ahnd vih lah nahs varmints dhehr tuw dih straekt yuw frahm dhah rih kah shey ihng .
4404	fihl mey kerz dey vihd way smahn ahnd bihl weh ber beh nah fiht ih naor mah sliy frahm dhah cockettes ' kae mer ah krey ziy nahs -- naat own liy dihd dhey fihlm per faor mahn sahz , baht dhey dihd dhah seym aet hhowm .
4405	ihn trah stihng bowth aez ah hhih stao rih kahl stah diy ahnd aez ah trae jhihk lahv stao riy .
4406	ah stay lihsh baht steh diy , ahnd ahl tah maht liy veh riy sae tih sfay ihng , piys ahv character-driven stao riy teh lihng .
4407	iht pihkt miy ahp , swahng miy er awnd , ahnd draapt miy baek ihn may siyt wihdh maor ih mow shah nahl faors dhaen eh niy ah dher riy sahnt fihlm .
4408	grey ahm griyn ehs naa vahl ahv kah low niy ah lih zahm ahnd ehm pay er ihz eh lah vey tihd bay may kahl keyn ehs per faor mahns aez ah wih riy jher nah lahst ihn ah cheyn jhihng werld .
4409	dhow iht ehs iyk wah liy solipsistic ihn town , dhah muw viy hhaez ih nahf vay tae lah tiy tuw jhah stah fay dhah now shahn ahv kriy ey tihng ah skriyn ae dahp tey shahn ahv eh vahnz ' saa gah ahv hhaa liy wuhd ehk sehs .
4410	kahm pahl sihv liy watchable , now mae ter hhaw dih grey dahd thihngz geht .
4411	dih lih verz rahf liy iyk wahl ah mawnts ahv byuw tah fahl muwv mahnt ahnd ihn sayd ihn fer mey shahn .
4412	baan appã©tit !
4413	jhahst layk ah splehn dahd miyl , rehd drae gahn sae tih sfayz -- frahm ihts rayp reh sah piy , ihn spay rihng ingredients , ser tah fayd kwih ziyn ahnd pae lah tah bahl preh zahn tey shahn .
4414	dhah strahk cher ihz sihm pahl , baht ihn ihts own wey , rabbit-proof fehns ihz ah kwehst stao riy aez graend aez dhah laord ahv dhah rihngz .
4415	dhihs chaar mihng , thought-provoking nuw yaork fehst ahv layf ahnd lahv hhaez ihts rih waordz .
4416	sahm piy pahl maarch tuw dhah biyt ahv ah dih fer ahnt drahm , ahnd ihf yuw eh ver wahn derd waht kaynd ahv hhaw sahz dhowz piy pahl layv ihn , dhihs daa kyah mehn ter iy teyks ah luhk aet 5 aol ter nah tihv hhaw zihng aap shahnz .
4417	pley fah liy prow fawnd ... ahnd krey ziy er dhaen may kahl jhaek sahn aan dhah taap flaor ahv ah skay skrey per ner ser iy ser awn dahd bay ow pahn wihn dowz .
4418	ah fihlm dhaet wihl enthrall dhah hhowl fae mah liy .
4419	dhah chaarm ahv dhah ferst muw viy ihz stihl dhehr , ahnd dhah stao riy fiylz layk dhah laa jhih kahl , unforced kahn tih nyuw ey shahn ahv dhah ker ihrz ahv ah pehr ahv spay kihdz .
4420	key 19 steyz ahf lowt aez diy sahnt drama\/action flihk
4421	iht sehndz yuw ah wey ah bah liy ver ah gehn ahnd kwayt chihrd aet jhahst dhaet .
4422	layk dhah behst 60 mih nahts exposã© , dhah fihlm -lrb- aet 80 mih nahts -rrb- ihz aek chuw ah liy kwayt ehn ter tey nihng .
4423	aen 83 mih naht daa kyah mehnt ahv ah praa jhehkt wihch staar tahd ihn ah mah dahl , siy saod baek ahnd faorth biht wiyn kahn trow lihng ihn trahsts mahl tah pahl taymz , dhehn fawnd ihts swiyt spaat
4424	aen ih mowsh nah liy ahnd spih rih chah wah liy kahm peh lihng jher niy siyn thruw dhah rayt ayz , wihdh dhah rayt aek terz ahnd wihdh dhah kaynd ahv vih zhah wahl flehr dhaet showz waht greyt sih nah mah kaen rih liy duw .
4425	nehr dahz n't yuws -lrb- maan suwn weh dihng -rrb- tuw lah mehnt dhah laos ahv kahl cher .
4426	ihn stehd , shiy siyz iht aez ah chaens tuw riy vay tah layz waht ihz ahnd aol weyz hhaez bihn rih maar kah bahl ah bawt clung-to trah dih shahnz .
4427	bowth graent ahnd hoult kae riy dhah muw viy bih kaoz dhey aar bah liy vah bahl aez piy pahl -- flaod , ah shuhrd ahv dhah raong thihngz , ahnd skehrd tuw ahd miht hhaw mahch dhey mey rih liy niyd dhah kahm pah niy ahv ah dherz .
4428	liy dihng ah dah bahl layf ihn aen ah meh rah kahn fihlm own liy kahmz tuw now guhd , baht naat hhiyr .
4429	mae terz pley awt riy ah lih stihk liy ihf naat aol weyz fehr liy .
4430	ihn dhah ae fah bahl meyd ihn maen hhae tahn , jheh nah fer low pehz ehs mowst ah greh sihv ahnd mowst sihn sihr ah tehmpt tuw teyk muw viyz bay staorm , dhah diy vah shruwd liy ser awndz hher sehlf wihdh ah kahm pah niy ahv strihk tliy a-list pley erz .
4431	layk mayk ihz ah hhaarm lah sliy naã¯ve slays ahv b-ball faen tah siy , fiht faor fih lihng ihn duh rihng dhah riyl nba ehs off-season .
4432	dhow writer\/director baart froynd lihk ehs fihlm ahl tah maht liy bih kahmz ah sihm plih stihk stao riy ah bawt ah dih sfahng kshah nahl parent-child riy ley shahn shihp , iht hhaez sahm speh shahl kwaa lah tiyz ahnd dhah sowl fahl grae vah tiy ahv krah dahp ehs aeng ker ihng per faor mahns .
4433	waht dhah muw viy laeks ihn aek shahn iht maor dhaen meyks ahp faor ihn draa mah , sah spehns , riy vehnjh , ahnd row maens .
4434	jhahst aof biyt ih nahf tuw kiyp yuw ihn trah stahd wih thawt kah mihng klows tuw bow lihng yuw ow ver .
4435	prowbz ihn ah light-hearted wey dhah row maen tihk praab lahmz ahv ihn dah vih jhah wahlz faor hhuwm dhah yer nihng faor pae shahn spehlz dih skahn tehnt .
4436	waht eh lah veyts dhah muw viy ah bahv dhah run-of-the-mill sihng gahlz blehn der ihz ihts ser iyl sehns ahv hhyuw mer ahnd tehk nah laa jhih kahl fih nihsh .
4437	ah fihlm ah bawt fiy meyl frehnd shihp dhaet mehn kaen eh mbreys ahnd wih mahn wihl taok ah bawt faor aw erz .
4438	dhah der ehk tihng ahnd stao riy aar dihs jhoyn tihd , flaoz dhaet hhaev tuw biy leyd skwehr liy aan tey ler ehs daor stehp .
4439	baht dhah aek terz meyk dhihs werth ah piyk .
4440	layt dhah kaen dahlz , brihng awt dhah keyk ahnd duw n't freht ah bawt dhah kae ler iyz bih kaoz dhehr ehs preh shahs lih tahl sahb stahns ihn berth dey gerl -- iht ehs sihm pliy , ahnd ser pray zihng liy , ah nays , layt triyt .
4441	iht mey biy ah bawt drahg diy lerz , kihd nae pihng , ahnd ahn sey ver iy fowks , baht dhah town ahnd pey sihng aar shaa kihng liy ihn tah maht .
4442	massoud ehs stao riy ihz aen eh pihk , baht aol sow ah trae jhah diy , dhah rah kaord ahv ah tah ney shahs , hhyuw meyn fay ter hhuw waaz aol sow dhah prih zah ner -lrb- ahnd ahl tah maht liy dhah vihk tahm -rrb- ahv hhih ster iy .
4443	ihf vih lah nahs vaem payrz aar yaor kahp ahv blahd , bleyd 2 ihz deh fah naht liy ah kaht ah bahv dhah rehst .
4444	drumline eyb liy kaep cherz dhah kaam plah key tahd riy ley shahn shihps ihn ah maar chihng baend .
4445	bih kaoz dhah fihlm dih lih ber aht liy laeks ay rah niy , iht hhaez ah jheh nyah wahn drah mae tihk ihm paekt ; iht pleyz layk ah paw er fahl 1957 draa mah wiy 've sahm hhaw neh ver siyn bih faor .
4446	dahz poynt dhah wey faor aed vehn cher ahs ihn diy ahn fihl mey kerz tah waord ah krao sow ver ihn tuw nonethnic maar kahts .
4447	siymz beyst aan ahg liy ay diy ahz ihn stehd ahv ahg liy bih hhey vyer , aez hhae piy nahs waaz ... hhehns , stao riy teh lihng ihz faar maor ah piy lihng .
4448	`` sahm '' ihz jhaek ray ahn ehs `` do-over . ''
4449	gihv kreh daht tuw eh vriy wahn frahm raa bahn sahn dawn tuw dhah kiy grihp dhaet dhihs bowld muwv werks .
4450	ah spehsh liy gihv kreh daht tuw aef lihk .
4451	aen ihn teh lih jhahn tliy meyd -lrb- ahnd byuw tahf liy eh dah tahd -rrb- pihk cher dhaet aet dhah veh riy liyst hhaez ah spaark ahv layf tuw iht -- maor dhaen yuw kaen sey faor plehn tiy ahv muw viyz dhaet flow thruw dhah hhaa liy wuhd payp layn wih thawt ah hhihch .
